Generated by http://statistics.gov.scot,2020-12-07T13:29:45+00:00
http://statistics.gov.scot/data/age-at-first-birth,Age of First Time Mothers
Reference Period,2013/14-2015/16
Age,19 years and under
Measure (cell values): ,"Count(First Time Mothers), Ratio(Percent Of First Time Mothers)"

,,http://statistics.gov.scot/def/measure-properties/count,http://statistics.gov.scot/def/measure-properties/ratio
http://statistics.gov.scot/id/statistical-geography/S01007904,Cumnock Rural - 08,1,14.29
http://statistics.gov.scot/id/statistical-geography/S01007909,Cumnock South and Craigens - 01,2,28.57
http://statistics.gov.scot/id/statistical-geography/S01007910,Cumnock South and Craigens - 02,2,11.76
http://statistics.gov.scot/id/statistical-geography/S01007911,Cumnock South and Craigens - 03,2,22.22
http://statistics.gov.scot/id/statistical-geography/S01007912,Cumnock South and Craigens - 04,4,28.57
http://statistics.gov.scot/id/statistical-geography/S01007913,Cumnock South and Craigens - 05,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01007914,Cumnock South and Craigens - 06,1,8.33
http://statistics.gov.scot/id/statistical-geography/S01007915,Cumnock South and Craigens - 07,2,20
http://statistics.gov.scot/id/statistical-geography/S01009692,Cupar East,1,7.69
http://statistics.gov.scot/id/statistical-geography/S01009690,Cupar North,1,7.69
http://statistics.gov.scot/id/statistical-geography/S01009688,Cupar North West,7,31.82
http://statistics.gov.scot/id/statistical-geography/S01009687,Cupar Northern,0,0
http://statistics.gov.scot/id/statistical-geography/S01009694,Cupar South South East,0,0
http://statistics.gov.scot/id/statistical-geography/S01009686,Cupar South West,3,14.29
http://statistics.gov.scot/id/statistical-geography/S01009691,Cupar Station and Meadowside,0,0
http://statistics.gov.scot/id/statistical-geography/S01009693,Cupar Tarvit,0,0
http://statistics.gov.scot/id/statistical-geography/S01009689,Cupar West,2,22.22
http://statistics.gov.scot/id/statistical-geography/S01009683,Cupar Westfield,2,28.57
http://statistics.gov.scot/id/statistical-geography/S01009682,Cupar Westfield South,0,0
http://statistics.gov.scot/id/statistical-geography/S01008429,Currie East - 01,1,20
http://statistics.gov.scot/id/statistical-geography/S01008430,Currie East - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01008431,Currie East - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01008432,Currie East - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01008425,Currie West - 01,1,9.09
http://statistics.gov.scot/id/statistical-geography/S01008426,Currie West - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01008427,Currie West - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01008428,Currie West - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01009697,Dairsie and Kemback,0,0
http://statistics.gov.scot/id/statistical-geography/S01007539,Dalbeattie - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01007540,Dalbeattie - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01007541,Dalbeattie - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01007542,Dalbeattie - 04,1,8.33
http://statistics.gov.scot/id/statistical-geography/S01007543,Dalbeattie - 05,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01007544,Dalbeattie Rural - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01007545,Dalbeattie Rural - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01007546,Dalbeattie Rural - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01009395,Dalgety Bay East,0,0
http://statistics.gov.scot/id/statistical-geography/S01009396,Dalgety Bay South East,0,0
http://statistics.gov.scot/id/statistical-geography/S01009398,Dalgety Bogend Wood,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01009402,Dalgety Crow Hill,0,0
http://statistics.gov.scot/id/statistical-geography/S01009400,Dalgety Donibristle South,0,0
http://statistics.gov.scot/id/statistical-geography/S01009403,Dalgety Donibristle and Hillend,0,0
http://statistics.gov.scot/id/statistical-geography/S01009392,Dalgety Letham Farm,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01009391,Dalgety Letham Hill,1,9.09
http://statistics.gov.scot/id/statistical-geography/S01009390,Dalgety Letham Hill South,0,0
http://statistics.gov.scot/id/statistical-geography/S01009399,Dalgety Longhill Park,0,0
http://statistics.gov.scot/id/statistical-geography/S01009401,Dalgety Ross Plantation,0,0
http://statistics.gov.scot/id/statistical-geography/S01009397,Dalgety St Davids Clump,1,16.67
http://statistics.gov.scot/id/statistical-geography/S01009394,Dalgety Steeple Clump,3,16.67
http://statistics.gov.scot/id/statistical-geography/S01011010,Dalkeith - 01,1,25
http://statistics.gov.scot/id/statistical-geography/S01011011,Dalkeith - 02,4,36.36
http://statistics.gov.scot/id/statistical-geography/S01011012,Dalkeith - 03,1,20
http://statistics.gov.scot/id/statistical-geography/S01011013,Dalkeith - 04,1,14.29
http://statistics.gov.scot/id/statistical-geography/S01010046,Dalmarnock - 01,2,7.41
http://statistics.gov.scot/id/statistical-geography/S01010047,Dalmarnock - 02,1,8.33
http://statistics.gov.scot/id/statistical-geography/S01010048,Dalmarnock - 03,4,12.9
http://statistics.gov.scot/id/statistical-geography/S01008997,"Dalmeny, Kirkliston and Newbridge - 01",0,0
http://statistics.gov.scot/id/statistical-geography/S01008998,"Dalmeny, Kirkliston and Newbridge - 02",1,33.33
http://statistics.gov.scot/id/statistical-geography/S01008999,"Dalmeny, Kirkliston and Newbridge - 03",0,0
http://statistics.gov.scot/id/statistical-geography/S01009000,"Dalmeny, Kirkliston and Newbridge - 04",0,0
http://statistics.gov.scot/id/statistical-geography/S01009002,"Dalmeny, Kirkliston and Newbridge - 06",2,6.9
http://statistics.gov.scot/id/statistical-geography/S01012496,Dalmilling - 01,4,30.77
http://statistics.gov.scot/id/statistical-geography/S01012497,Dalmilling - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01012498,Dalmilling - 03,4,26.67
http://statistics.gov.scot/id/statistical-geography/S01012499,Dalmilling - 04,2,14.29
http://statistics.gov.scot/id/statistical-geography/S01011299,Dalry East and Rural - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01011300,Dalry East and Rural - 02,3,27.27
http://statistics.gov.scot/id/statistical-geography/S01011301,Dalry East and Rural - 03,2,40
http://statistics.gov.scot/id/statistical-geography/S01011302,Dalry East and Rural - 04,3,17.65
http://statistics.gov.scot/id/statistical-geography/S01011303,Dalry West - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01011304,Dalry West - 02,2,50
http://statistics.gov.scot/id/statistical-geography/S01011305,Dalry West - 03,4,26.67
http://statistics.gov.scot/id/statistical-geography/S01011306,Dalry West - 04,2,14.29
http://statistics.gov.scot/id/statistical-geography/S01008651,Dalry and Fountainbridge - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01008652,Dalry and Fountainbridge - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01008653,Dalry and Fountainbridge - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01008654,Dalry and Fountainbridge - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01008655,Dalry and Fountainbridge - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01008656,Dalry and Fountainbridge - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01008657,Dalry and Fountainbridge - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01008658,Dalry and Fountainbridge - 08,0,0
http://statistics.gov.scot/id/statistical-geography/S01006756,Danestone - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01006757,Danestone - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01006758,Danestone - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01006759,Danestone - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01006760,Danestone - 05,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01006761,Danestone - 06,2,20
http://statistics.gov.scot/id/statistical-geography/S01009758,Darnley East - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01009759,Darnley East - 02,9,28.12
http://statistics.gov.scot/id/statistical-geography/S01009760,Darnley East - 03,4,21.05
http://statistics.gov.scot/id/statistical-geography/S01009761,Darnley East - 04,1,7.14
http://statistics.gov.scot/id/statistical-geography/S01009762,Darnley East - 05,6,42.86
http://statistics.gov.scot/id/statistical-geography/S01009763,Darnley East - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01009764,Darnley North - 01,1,9.09
http://statistics.gov.scot/id/statistical-geography/S01009765,Darnley North - 02,1,6.25
http://statistics.gov.scot/id/statistical-geography/S01009766,Darnley North - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01009767,Darnley North - 04,1,25
http://statistics.gov.scot/id/statistical-geography/S01009768,Darnley West - 01,1,5.26
http://statistics.gov.scot/id/statistical-geography/S01009769,Darnley West - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01009770,Darnley West - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01009771,Darnley West - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01009772,Darnley West - 05,1,10
http://statistics.gov.scot/id/statistical-geography/S01009773,Darnley West - 06,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01009774,Darnley West - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01007940,Darvel - 01,2,18.18
http://statistics.gov.scot/id/statistical-geography/S01007941,Darvel - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01007942,Darvel - 03,1,7.69
http://statistics.gov.scot/id/statistical-geography/S01007943,Darvel - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01007944,Darvel - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01007986,Dean and New Farm Loch North - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01007987,Dean and New Farm Loch North - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01007988,Dean and New Farm Loch North - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01007989,Dean and New Farm Loch North - 04,2,25
http://statistics.gov.scot/id/statistical-geography/S01007990,Dean and New Farm Loch North - 05,3,37.5
http://statistics.gov.scot/id/statistical-geography/S01013342,Deans - 01,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01013343,Deans - 02,1,16.67
http://statistics.gov.scot/id/statistical-geography/S01013344,Deans - 03,3,50
http://statistics.gov.scot/id/statistical-geography/S01013345,Deans - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01008868,Deans Village - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01008869,Deans Village - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01008870,Deans Village - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01008871,Deans Village - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01008872,Deans Village - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01008873,Deans Village - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01008874,Deans Village - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01013277,Dedridge East - 01,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01013278,Dedridge East - 02,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01013279,Dedridge East - 03,3,37.5
http://statistics.gov.scot/id/statistical-geography/S01013280,Dedridge East - 04,2,50
http://statistics.gov.scot/id/statistical-geography/S01013281,Dedridge East - 05,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01013282,Dedridge East - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01013283,Dedridge East - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01007050,Deer and Mormond - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01007051,Deer and Mormond - 02,1,9.09
http://statistics.gov.scot/id/statistical-geography/S01007052,Deer and Mormond - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01007053,Deer and Mormond - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01007054,Deer and Mormond - 05,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01007055,Deer and Mormond - 06,1,9.09
http://statistics.gov.scot/id/statistical-geography/S01007056,Deer and Mormond - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01009618,Denbeath North,1,7.69
http://statistics.gov.scot/id/statistical-geography/S01009619,Denbeath South,2,50
http://statistics.gov.scot/id/statistical-geography/S01012356,Denholm,0,0
http://statistics.gov.scot/id/statistical-geography/S01006785,Denmore - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01006786,Denmore - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01006787,Denmore - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01006788,Denmore - 04,2,5.41
http://statistics.gov.scot/id/statistical-geography/S01010248,Dennistoun - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01010249,Dennistoun - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01010250,Dennistoun - 03,1,10
http://statistics.gov.scot/id/statistical-geography/S01010251,Dennistoun - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01010252,Dennistoun - 05,3,17.65
http://statistics.gov.scot/id/statistical-geography/S01010253,Dennistoun - 06,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01010234,Dennistoun North - 01,1,4.35
http://statistics.gov.scot/id/statistical-geography/S01010235,Dennistoun North - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01010236,Dennistoun North - 03,2,8.7
http://statistics.gov.scot/id/statistical-geography/S01010237,Dennistoun North - 04,2,15.38
http://statistics.gov.scot/id/statistical-geography/S01010238,Dennistoun North - 05,3,18.75
http://statistics.gov.scot/id/statistical-geography/S01009061,Denny - Nethermains - 01,2,15.38
http://statistics.gov.scot/id/statistical-geography/S01009062,Denny - Nethermains - 02,2,14.29
http://statistics.gov.scot/id/statistical-geography/S01009063,Denny - Nethermains - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01009064,Denny - Nethermains - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01009065,Denny - Nethermains - 05,2,18.18
http://statistics.gov.scot/id/statistical-geography/S01009066,Denny - Nethermains - 06,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01010712,Dingwall - 01,2,22.22
http://statistics.gov.scot/id/statistical-geography/S01010713,Dingwall - 02,1,9.09
http://statistics.gov.scot/id/statistical-geography/S01010714,Dingwall - 03,4,23.53
http://statistics.gov.scot/id/statistical-geography/S01010715,Dingwall - 04,4,26.67
http://statistics.gov.scot/id/statistical-geography/S01010716,Dingwall - 05,1,4.35
http://statistics.gov.scot/id/statistical-geography/S01010717,Dingwall - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01010718,Dingwall - 07,1,14.29
http://statistics.gov.scot/id/statistical-geography/S01007707,Docks and Wellgate - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01007708,Docks and Wellgate - 02,2,12.5
http://statistics.gov.scot/id/statistical-geography/S01007709,Docks and Wellgate - 03,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01007710,Docks and Wellgate - 04,1,6.25
http://statistics.gov.scot/id/statistical-geography/S01007711,Docks and Wellgate - 05,1,7.69
http://statistics.gov.scot/id/statistical-geography/S01007712,Docks and Wellgate - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01007713,Docks and Wellgate - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01007443,Dollar and Muckhart - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01007444,Dollar and Muckhart - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01007445,Dollar and Muckhart - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01007446,Dollar and Muckhart - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01007447,Dollar and Muckhart - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01007875,Doon Valley North - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01007876,Doon Valley North - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01007877,Doon Valley North - 03,1,50
http://statistics.gov.scot/id/statistical-geography/S01007878,Doon Valley North - 04,3,25
http://statistics.gov.scot/id/statistical-geography/S01007879,Doon Valley North - 05,2,16.67
http://statistics.gov.scot/id/statistical-geography/S01007880,Doon Valley North - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01007870,Doon Valley South - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01007871,Doon Valley South - 02,2,40
http://statistics.gov.scot/id/statistical-geography/S01007872,Doon Valley South - 03,1,16.67
http://statistics.gov.scot/id/statistical-geography/S01007873,Doon Valley South - 04,1,33.33
http://statistics.gov.scot/id/statistical-geography/S01007874,Doon Valley South - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01007753,Douglas East - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01007754,Douglas East - 02,4,44.44
http://statistics.gov.scot/id/statistical-geography/S01007755,Douglas East - 03,2,20
http://statistics.gov.scot/id/statistical-geography/S01007756,Douglas East - 04,2,33.33
http://statistics.gov.scot/id/statistical-geography/S01007743,Douglas West - 01,4,25
http://statistics.gov.scot/id/statistical-geography/S01007744,Douglas West - 02,2,16.67
http://statistics.gov.scot/id/statistical-geography/S01007745,Douglas West - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01007746,Douglas West - 04,2,14.29
http://statistics.gov.scot/id/statistical-geography/S01007747,Douglas West - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01007748,Douglas West - 06,6,50
http://statistics.gov.scot/id/statistical-geography/S01012637,"Douglas, Coalburn and Rigside - 01",1,8.33
http://statistics.gov.scot/id/statistical-geography/S01012638,"Douglas, Coalburn and Rigside - 02",0,0
http://statistics.gov.scot/id/statistical-geography/S01012639,"Douglas, Coalburn and Rigside - 03",1,12.5
http://statistics.gov.scot/id/statistical-geography/S01012640,"Douglas, Coalburn and Rigside - 04",3,33.33
http://statistics.gov.scot/id/statistical-geography/S01012641,"Douglas, Coalburn and Rigside - 05",1,9.09
http://statistics.gov.scot/id/statistical-geography/S01010403,Dowanhill - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01010404,Dowanhill - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01010405,Dowanhill - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01010406,Dowanhill - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01010407,Dowanhill - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01007816,Downfield - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01007817,Downfield - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01007818,Downfield - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01007819,Downfield - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01007820,Downfield - 05,3,37.5
http://statistics.gov.scot/id/statistical-geography/S01007821,Downfield - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01007822,Downfield - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01011187,Dreghorn - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01011188,Dreghorn - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01011189,Dreghorn - 03,1,7.69
http://statistics.gov.scot/id/statistical-geography/S01011190,Dreghorn - 04,1,25
http://statistics.gov.scot/id/statistical-geography/S01011191,Dreghorn - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01007888,Drongan - 01,2,8.33
http://statistics.gov.scot/id/statistical-geography/S01007889,Drongan - 02,1,20
http://statistics.gov.scot/id/statistical-geography/S01007890,Drongan - 03,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01007891,Drongan - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01010491,Drumchapel North - 01,4,23.53
http://statistics.gov.scot/id/statistical-geography/S01010492,Drumchapel North - 02,2,28.57
http://statistics.gov.scot/id/statistical-geography/S01010493,Drumchapel North - 03,5,31.25
http://statistics.gov.scot/id/statistical-geography/S01010494,Drumchapel North - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01010495,Drumchapel North - 05,5,23.81
http://statistics.gov.scot/id/statistical-geography/S01010488,Drumchapel South - 01,1,9.09
http://statistics.gov.scot/id/statistical-geography/S01010489,Drumchapel South - 02,1,7.69
http://statistics.gov.scot/id/statistical-geography/S01010490,Drumchapel South - 03,1,5.88
http://statistics.gov.scot/id/statistical-geography/S01011669,Drumgelloch - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01011670,Drumgelloch - 02,3,50
http://statistics.gov.scot/id/statistical-geography/S01011671,Drumgelloch - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01011672,Drumgelloch - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01011673,Drumgelloch - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01011674,Drumgelloch - 06,2,7.41
http://statistics.gov.scot/id/statistical-geography/S01009833,Drumoyne and Shieldhall - 01,1,8.33
http://statistics.gov.scot/id/statistical-geography/S01009834,Drumoyne and Shieldhall - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01009835,Drumoyne and Shieldhall - 03,3,37.5
http://statistics.gov.scot/id/statistical-geography/S01009836,Drumoyne and Shieldhall - 04,1,6.25
http://statistics.gov.scot/id/statistical-geography/S01009837,Drumoyne and Shieldhall - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01009838,Drumoyne and Shieldhall - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01009839,Drumoyne and Shieldhall - 07,2,13.33
http://statistics.gov.scot/id/statistical-geography/S01009840,Drumoyne and Shieldhall - 08,1,5.88
http://statistics.gov.scot/id/statistical-geography/S01011577,Drumpellier and Langloan - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01011578,Drumpellier and Langloan - 02,4,30.77
http://statistics.gov.scot/id/statistical-geography/S01011579,Drumpellier and Langloan - 03,1,10
http://statistics.gov.scot/id/statistical-geography/S01010496,Drumry East - 01,5,38.46
http://statistics.gov.scot/id/statistical-geography/S01010497,Drumry East - 02,2,20
http://statistics.gov.scot/id/statistical-geography/S01010498,Drumry East - 03,4,26.67
http://statistics.gov.scot/id/statistical-geography/S01010499,Drumry East - 04,3,23.08
http://statistics.gov.scot/id/statistical-geography/S01010500,Drumry West - 01,3,21.43
http://statistics.gov.scot/id/statistical-geography/S01010501,Drumry West - 02,1,5.88
http://statistics.gov.scot/id/statistical-geography/S01010502,Drumry West - 03,1,10
http://statistics.gov.scot/id/statistical-geography/S01010503,Drumry West - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01012346,Dryburgh Charlesfield Maxton Area,0,0
http://statistics.gov.scot/id/statistical-geography/S01008899,Drylaw - 01,1,8.33
http://statistics.gov.scot/id/statistical-geography/S01008900,Drylaw - 02,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01008901,Drylaw - 03,3,27.27
http://statistics.gov.scot/id/statistical-geography/S01008902,Drylaw - 04,1,6.67
http://statistics.gov.scot/id/statistical-geography/S01008903,Drylaw - 05,1,20
http://statistics.gov.scot/id/statistical-geography/S01008734,Duddingston and Portobello South - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01008735,Duddingston and Portobello South - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01008736,Duddingston and Portobello South - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01008737,Duddingston and Portobello South - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01008738,Duddingston and Portobello South - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01009348,Duloch Central,0,0
http://statistics.gov.scot/id/statistical-geography/S01009346,Duloch East,0,0
http://statistics.gov.scot/id/statistical-geography/S01009328,Duloch North East,1,3.57
http://statistics.gov.scot/id/statistical-geography/S01009329,Duloch North North West,0,0
http://statistics.gov.scot/id/statistical-geography/S01009330,Duloch North West,3,18.75
http://statistics.gov.scot/id/statistical-geography/S01009349,Duloch South,0,0
http://statistics.gov.scot/id/statistical-geography/S01009347,Duloch South East,0,0
http://statistics.gov.scot/id/statistical-geography/S01009350,Duloch South West,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01009351,Duloch West,0,0
http://statistics.gov.scot/id/statistical-geography/S01007609,Dumfries Central - 01,4,26.67
http://statistics.gov.scot/id/statistical-geography/S01007610,Dumfries Central - 02,2,22.22
http://statistics.gov.scot/id/statistical-geography/S01007611,Dumfries Central - 03,3,17.65
http://statistics.gov.scot/id/statistical-geography/S01007612,Dumfries Central - 04,1,4.55
http://statistics.gov.scot/id/statistical-geography/S01013094,Dunblane East - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01013095,Dunblane East - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01013096,Dunblane East - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01013097,Dunblane East - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01013098,Dunblane East - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01013099,Dunblane East - 06,1,10
http://statistics.gov.scot/id/statistical-geography/S01013101,Dunblane West - 01,1,7.69
http://statistics.gov.scot/id/statistical-geography/S01013102,Dunblane West - 02,1,16.67
http://statistics.gov.scot/id/statistical-geography/S01013103,Dunblane West - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01013104,Dunblane West - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01013105,Dunblane West - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01009436,Dundonald,2,20
http://statistics.gov.scot/id/statistical-geography/S01012542,"Dundonald, Loans and Symington - 01",0,0
http://statistics.gov.scot/id/statistical-geography/S01012543,"Dundonald, Loans and Symington - 02",0,0
http://statistics.gov.scot/id/statistical-geography/S01012544,"Dundonald, Loans and Symington - 03",2,20
http://statistics.gov.scot/id/statistical-geography/S01012545,"Dundonald, Loans and Symington - 04",1,12.5
http://statistics.gov.scot/id/statistical-geography/S01012546,"Dundonald, Loans and Symington - 05",1,11.11
http://statistics.gov.scot/id/statistical-geography/S01012547,"Dundonald, Loans and Symington - 06",0,0
http://statistics.gov.scot/id/statistical-geography/S01012548,"Dundonald, Loans and Symington - 07",0,0
http://statistics.gov.scot/id/statistical-geography/S01011569,Dundyvan - 01,2,15.38
http://statistics.gov.scot/id/statistical-geography/S01011570,Dundyvan - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01011571,Dundyvan - 03,2,15.38
http://statistics.gov.scot/id/statistical-geography/S01011572,Dundyvan - 04,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01011573,Dundyvan - 05,1,9.09
http://statistics.gov.scot/id/statistical-geography/S01011574,Dundyvan - 06,2,25
http://statistics.gov.scot/id/statistical-geography/S01011575,Dundyvan - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01011576,Dundyvan - 08,1,7.69
http://statistics.gov.scot/id/statistical-geography/S01009501,Dunearn,2,25
http://statistics.gov.scot/id/statistical-geography/S01006853,"Dunecht, Durris and Drumoak - 01",1,11.11
http://statistics.gov.scot/id/statistical-geography/S01006854,"Dunecht, Durris and Drumoak - 02",0,0
http://statistics.gov.scot/id/statistical-geography/S01006855,"Dunecht, Durris and Drumoak - 03",0,0
http://statistics.gov.scot/id/statistical-geography/S01006856,"Dunecht, Durris and Drumoak - 04",1,7.14
http://statistics.gov.scot/id/statistical-geography/S01006857,"Dunecht, Durris and Drumoak - 05",0,0
http://statistics.gov.scot/id/statistical-geography/S01006858,"Dunecht, Durris and Drumoak - 06",0,0
http://statistics.gov.scot/id/statistical-geography/S01009364,Dunfermline Business Park,0,0
http://statistics.gov.scot/id/statistical-geography/S01009050,Dunipace - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01009051,Dunipace - 02,1,25
http://statistics.gov.scot/id/statistical-geography/S01009052,Dunipace - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01009053,Dunipace - 04,1,10
http://statistics.gov.scot/id/statistical-geography/S01009054,Dunipace - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01009512,Dunnikier Central,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01009511,Dunnikier East,0,0
