feature_code,year,measurement,units,value,scottish_health_survey_indicator,sex,council_name,long,lat
S12000029,2018,Percent,Percent Of Adults,34,Alcohol consumption: Hazardous/Harmful drinker,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,62,Summary activity levels: Meets recommendations,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,13,Summary activity levels: Some activity,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Mean,WEMWBS Score,49.9,Mental wellbeing,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,18,Alcohol consumption: Non-drinker,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,6,E-cigarette use: Currently using,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,21,Summary activity levels: Very low activity,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Mean,Units of alcohol,8.6,Alcohol consumption (mean weekly units),Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,16,Long-term illness: Non-limiting long-term illness,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,64,Summary activity levels: Meets recommendations,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,65,Overweight: Overweight (including obese),Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Mean,WEMWBS Score,49.7,Mental wellbeing,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,60,Alcohol consumption: Moderate drinker,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,18,Smoking status: Current smoker,All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,23,Summary activity levels: Very low activity,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,57,Smoking status: Never smoked/Used to smoke occasionally,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,30,Obesity: Obese,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,25,Alcohol consumption: Hazardous/Harmful drinker,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,60,Alcohol consumption: Moderate drinker,All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Mean,Portions of fruit & vegetables,2.7,Fruit & vegetable consumption (mean daily portions),Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,5,E-cigarette use: Currently using,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,11,Summary activity levels: Some activity,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,6,E-cigarette use: Currently using,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,20,Summary activity levels: Very low activity,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,51,Long-term illness: No long-term illness,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,13,Any cardiovascular condition: Has a cardiovascular condition,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,18,General health questionnaire (GHQ-12): Score 4+,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,66,Fruit & vegetable consumption: Less than 5 portions,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,89,Any cardiovascular condition: No cardiovascular condition,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,60,Smoking status: Never smoked/Used to smoke occasionally,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,19,General health questionnaire (GHQ-12): Score 4+,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,54,Alcohol consumption: Moderate drinker,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,33,Long-term illness: Limiting long-term illness,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,33,Life satisfaction: Mode (8),Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,38,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,25,Summary activity levels: Very low activity,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,58,Smoking status: Never smoked/Used to smoke occasionally,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,23,Smoking status: Used to smoke regularly,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,10,Summary activity levels: Some activity,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,60,General health questionnaire (GHQ-12): Score 0,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,67,Overweight: Overweight (including obese),All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,12,Summary activity levels: Some activity,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,84,E-cigarette use: Never used,All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,22,Summary activity levels: Very low activity,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,87,Any cardiovascular condition: No cardiovascular condition,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,61,Summary activity levels: Meets recommendations,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,36,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,21,General health questionnaire (GHQ-12): Score 1-3,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,66,Obesity: Not obese,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,10,Alcohol consumption: Non-drinker,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,24,Smoking status: Used to smoke regularly,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,20,Smoking status: Current smoker,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,25,General health questionnaire (GHQ-12): Score 1-3,All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,69,Obesity: Not obese,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,20,Doctor-diagnosed asthma: Yes,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,5,Summary activity levels: Low activity,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,32,Life satisfaction: Mode (8),Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,24,Doctor-diagnosed asthma: Yes,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,18,Self-assessed general health: Fair,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,18,Self-assessed general health: Fair,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,59,Summary activity levels: Meets recommendations,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,17,Smoking status: Current smoker,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,33,Overweight: Not overweight or obese,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,66,Overweight: Overweight (including obese),Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,26,General health questionnaire (GHQ-12): Score 1-3,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,22,General health questionnaire (GHQ-12): Score 1-3,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,5,E-cigarette use: Currently using,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,19,Alcohol consumption: Non-drinker,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,4,E-cigarette use: Currently using,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Mean,WEMWBS Score,49.9,Mental wellbeing,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,7,Summary activity levels: Low activity,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,22,General health questionnaire (GHQ-12): Score 1-3,All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,70,Obesity: Not obese,All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,13,Long-term illness: Non-limiting long-term illness,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,70,Fruit & vegetable consumption: Less than 5 portions,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,69,Obesity: Not obese,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Mean,Units of alcohol,18.6,Alcohol consumption (mean weekly units),Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,23,Smoking status: Used to smoke regularly,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,31,Overweight: Not overweight or obese,All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,68,Fruit & vegetable consumption: Less than 5 portions,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,5,Summary activity levels: Low activity,All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,23,Smoking status: Used to smoke regularly,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,33,Life satisfaction: Mode (8),All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,34,Alcohol consumption: Hazardous/Harmful drinker,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,3,Summary activity levels: Low activity,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,36,Long-term illness: Limiting long-term illness,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,87,Any cardiovascular condition: No cardiovascular condition,All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,71,Obesity: Not obese,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,22,Smoking status: Used to smoke regularly,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Mean,Units of alcohol,19.2,Alcohol consumption (mean weekly units),Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,21,Self-assessed general health: Fair,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,17,Alcohol consumption: Hazardous/Harmful drinker,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,23,Smoking status: Used to smoke regularly,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,27,Overweight: Not overweight or obese,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,18,Smoking status: Current smoker,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,34,Overweight: Not overweight or obese,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Mean,WEMWBS Score,50,Mental wellbeing,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Mean,Units of alcohol,13.8,Alcohol consumption (mean weekly units),All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Mean,Units of alcohol,8.5,Alcohol consumption (mean weekly units),Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,73,Overweight: Overweight (including obese),Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,35,Overweight: Not overweight or obese,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,10,Self-assessed general health: Bad/Very bad,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Mean,Units of alcohol,13.5,Alcohol consumption (mean weekly units),All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,67,Summary activity levels: Meets recommendations,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,56,Summary activity levels: Meets recommendations,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,17,Doctor-diagnosed asthma: Yes,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,31,Overweight: Not overweight or obese,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,39,Long-term illness: Limiting long-term illness,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,4,Summary activity levels: Low activity,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,64,Alcohol consumption: Moderate drinker,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,69,Overweight: Overweight (including obese),Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,17,Smoking status: Current smoker,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,6,Summary activity levels: Low activity,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,69,Overweight: Overweight (including obese),All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,11,Summary activity levels: Some activity,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,80,"Provide any regular help or care for any sick, disabled or frail person: No",All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,71,Obesity: Not obese,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,30,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,85,E-cigarette use: Never used,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,16,Fruit & vegetable consumption: None,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,10,E-cigarette use: Ever previously used,All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,9,E-cigarette use: Ever previously used,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,13,Fruit & vegetable consumption: None,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,13,E-cigarette use: Ever previously used,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,49,Long-term illness: No long-term illness,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,69,Self-assessed general health: Very good/Good,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,8,E-cigarette use: Ever previously used,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,16,"Provide any regular help or care for any sick, disabled or frail person: Yes",Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,89,Any cardiovascular condition: No cardiovascular condition,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,25,Alcohol consumption: Hazardous/Harmful drinker,All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,73,Self-assessed general health: Very good/Good,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,10,Fruit & vegetable consumption: None,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,85,E-cigarette use: Never used,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,10,Fruit & vegetable consumption: None,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,85,Any cardiovascular condition: No cardiovascular condition,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Mean,Portions of fruit & vegetables,3.2,Fruit & vegetable consumption (mean daily portions),Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Mean,WEMWBS Score,49.8,Mental wellbeing,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,31,Obesity: Obese,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,27,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,86,E-cigarette use: Never used,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,71,Self-assessed general health: Very good/Good,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,17,Fruit & vegetable consumption: None,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,18,General health questionnaire (GHQ-12): Score 4+,All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,17,Fruit & vegetable consumption: 5 portions or more,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,80,Doctor-diagnosed asthma: No,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,16,Any cardiovascular condition: Has a cardiovascular condition,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,29,Obesity: Obese,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,33,Long-term illness: Limiting long-term illness,All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,67,Fruit & vegetable consumption: Less than 5 portions,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,83,Doctor-diagnosed asthma: No,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,32,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,86,E-cigarette use: Never used,All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Mean,Portions of fruit & vegetables,3,Fruit & vegetable consumption (mean daily portions),All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,36,Long-term illness: Limiting long-term illness,All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,21,Fruit & vegetable consumption: 5 portions or more,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,76,Doctor-diagnosed asthma: No,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,23,"Provide any regular help or care for any sick, disabled or frail person: Yes",Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,29,Obesity: Obese,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,10,E-cigarette use: Ever previously used,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,55,Long-term illness: No long-term illness,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,19,Fruit & vegetable consumption: 5 portions or more,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,77,"Provide any regular help or care for any sick, disabled or frail person: No",Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,31,Obesity: Obese,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Mean,WEMWBS Score,49.7,Mental wellbeing,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,59,General health questionnaire (GHQ-12): Score 0,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,61,General health questionnaire (GHQ-12): Score 0,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,20,"Provide any regular help or care for any sick, disabled or frail person: Yes",All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,58,General health questionnaire (GHQ-12): Score 0,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,72,Self-assessed general health: Very good/Good,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,13,Long-term illness: Non-limiting long-term illness,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Mean,Portions of fruit & vegetables,3.2,Fruit & vegetable consumption (mean daily portions),Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,63,General health questionnaire (GHQ-12): Score 0,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,14,Fruit & vegetable consumption: 5 portions or more,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,15,Alcohol consumption: Non-drinker,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,34,Obesity: Obese,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,20,Fruit & vegetable consumption: 5 portions or more,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,72,Self-assessed general health: Very good/Good,All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,9,E-cigarette use: Ever previously used,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,11,Any cardiovascular condition: Has a cardiovascular condition,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,56,General health questionnaire (GHQ-12): Score 0,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,69,Fruit & vegetable consumption: Less than 5 portions,All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,14,Fruit & vegetable consumption: None,All,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,51,Long-term illness: No long-term illness,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,53,Long-term illness: No long-term illness,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Mean,Portions of fruit & vegetables,2.6,Fruit & vegetable consumption (mean daily portions),Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,59,Smoking status: Never smoked/Used to smoke occasionally,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,84,"Provide any regular help or care for any sick, disabled or frail person: No",Male,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,11,Any cardiovascular condition: Has a cardiovascular condition,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,60,Smoking status: Never smoked/Used to smoke occasionally,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Mean,Portions of fruit & vegetables,2.9,Fruit & vegetable consumption (mean daily portions),All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,11,Long-term illness: Non-limiting long-term illness,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,50,Long-term illness: No long-term illness,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,83,E-cigarette use: Never used,Male,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,18,Fruit & vegetable consumption: 5 portions or more,All,South Lanarkshire,-3.83272,55.60453
S12000029,2019,Percent,Percent Of Adults,67,Self-assessed general health: Very good/Good,Female,South Lanarkshire,-3.83272,55.60453
S12000029,2018,Percent,Percent Of Adults,13,Any cardiovascular condition: Has a cardiovascular condition,All,South Lanarkshire,-3.83272,55.60453
S12000033,2019,Percent,Percent Of Adults,16,Doctor-diagnosed asthma: Yes,Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,77,Obesity: Not obese,Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,23,Fruit & vegetable consumption: 5 portions or more,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Mean,WEMWBS Score,50.4,Mental wellbeing,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,4,Summary activity levels: Low activity,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,17,Smoking status: Used to smoke regularly,Female,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,81,E-cigarette use: Never used,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,21,Fruit & vegetable consumption: 5 portions or more,All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,8,Fruit & vegetable consumption: None,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,72,Fruit & vegetable consumption: Less than 5 portions,All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,82,Self-assessed general health: Very good/Good,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,61,Smoking status: Never smoked/Used to smoke occasionally,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,31,Life satisfaction: Mode (8),Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,28,Long-term illness: Limiting long-term illness,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,83,E-cigarette use: Never used,All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,64,Summary activity levels: Meets recommendations,Female,Aberdeen City,-2.20398,57.16697
